Fin de la période,Pays,Code du territoire CLDR,Produit,Motif,Ordonnances du tribunal,"Pouvoir exécutif, police, etc.",Éléments dont la suppression a été demandée
12/31/2011,Espagne,ES,Recherche sur le Web Google,Confidentialité et sécurité,0,14,270
12/31/2011,France,FR,Google Images,Confidentialité et sécurité,1,0,26
12/31/2011,France,FR,Recherche sur le Web Google,Diffamation,3,0,7
12/31/2011,France,FR,YouTube,Autre,0,4,4
12/31/2011,France,FR,Blogger,Diffamation,8,1,16
12/31/2011,France,FR,YouTube,Incitation à la haine,0,3,3
12/31/2011,France,FR,YouTube,Contenu réservé aux adultes,0,8,24
12/31/2011,France,FR,YouTube,Confidentialité et sécurité,0,3,6
12/31/2011,France,FR,YouTube,Diffamation,1,0,1
12/31/2011,Malaisie,MY,Blogger,Usurpation d'identité,0,1,1
12/31/2011,Mexique,MX,Blogger,Diffamation,0,1,1
12/31/2011,Mexique,MX,Blogger,Autre,0,1,1
12/31/2011,Turquie,TR,Blogger,Diffamation,4,1,10
12/31/2011,Turquie,TR,YouTube,Incitation à la haine,0,1,3
12/31/2011,Turquie,TR,Google Groupes,Contenu réservé aux adultes,0,1,1
12/31/2011,Turquie,TR,Blogger,Autre,0,1,5
12/31/2011,Turquie,TR,Picasa Albums Web,Contenu réservé aux adultes,1,0,2
12/31/2011,Turquie,TR,Gmail,Usurpation d'identité,1,1,2
12/31/2011,Turquie,TR,Recherche sur le Web Google,Diffamation,3,0,25
12/31/2011,Turquie,TR,"Google Earth, Google Maps et Panoramio",Critiques à l'égard du gouvernement,0,1,1
12/31/2011,Turquie,TR,YouTube,Critiques à l'égard du gouvernement,1,3,8
12/31/2011,Turquie,TR,YouTube,Autre,0,4,18
12/31/2011,Turquie,TR,Blogger,Contenu réservé aux adultes,0,4,5
12/31/2011,Turquie,TR,Recherche sur le Web Google,Autre,6,3,82
12/31/2011,Turquie,TR,YouTube,Confidentialité et sécurité,5,0,8
12/31/2011,Turquie,TR,Google Vidéos,Contenu réservé aux adultes,0,1,1
12/31/2011,Turquie,TR,YouTube,Diffamation,1,1,2
12/31/2011,Turquie,TR,Google Vidéos,Autre,0,1,1
12/31/2011,États-Unis,US,Blogger,Confidentialité et sécurité,0,1,2
12/31/2011,États-Unis,US,Blogger,Diffamation,3,0,4
12/31/2011,États-Unis,US,YouTube,Droits d'auteur,0,1,1
12/31/2011,États-Unis,US,Blogger,Autre,6,2,40
12/31/2011,États-Unis,US,Gmail,Usurpation d'identité,0,2,2
12/31/2011,États-Unis,US,Google AdWords,Autre,4,2,2084
12/31/2011,États-Unis,US,YouTube,Autre,2,4,6
12/31/2011,États-Unis,US,Google Sites,Diffamation,2,0,2
12/31/2011,États-Unis,US,Recherche sur le Web Google,Autre,7,0,36
12/31/2011,États-Unis,US,Google Groupes,Autre,1,0,1
12/31/2011,États-Unis,US,Google Groupes,Diffamation,1,0,1421
12/31/2011,États-Unis,US,Recherche sur le Web Google,Confidentialité et sécurité,36,4,67
12/31/2011,États-Unis,US,Google Adresses,Confidentialité et sécurité,0,1,1
12/31/2011,États-Unis,US,Google+,Autre,0,1,1
12/31/2011,États-Unis,US,Google Adresses,Autre,0,3,3
12/31/2011,États-Unis,US,Google AdWords,Diffamation,1,0,2
12/31/2011,États-Unis,US,Recherche sur le Web Google,Droits d'auteur,2,0,12
12/31/2011,États-Unis,US,YouTube,Contenu réservé aux adultes,0,1,1
12/31/2011,États-Unis,US,Blogger,Usurpation d'identité,1,0,1
12/31/2011,États-Unis,US,YouTube,Sécurité nationale,0,1,1
12/31/2011,États-Unis,US,Recherche sur le Web Google,Diffamation,46,1,659
12/31/2011,États-Unis,US,Google Apps,Autre,2,0,4
12/31/2011,États-Unis,US,YouTube,Marque,0,1,1
12/31/2011,États-Unis,US,"Google Earth, Google Maps et Panoramio",Confidentialité et sécurité,0,1,1
12/31/2011,États-Unis,US,YouTube,Confidentialité et sécurité,0,14,1731
12/31/2011,États-Unis,US,Recherche sur le Web Google,Usurpation d'identité,1,2,3
12/31/2011,États-Unis,US,Google AdWords,Confidentialité et sécurité,1,0,5
12/31/2011,États-Unis,US,YouTube,Diffamation,0,4,4
12/31/2011,États-Unis,US,YouTube,Violence,0,10,14
12/31/2011,États-Unis,US,Google AdWords,Marque,1,14,82
12/31/2011,Pakistan,PK,YouTube,Critiques à l'égard du gouvernement,0,1,6
12/31/2011,Pakistan,PK,Blogger,Confidentialité et sécurité,0,1,9
12/31/2011,Royaume-Uni,GB,Blogger,Sécurité nationale,0,1,7
12/31/2011,Royaume-Uni,GB,Recherche sur le Web Google,Droits d'auteur,0,1,1
12/31/2011,Royaume-Uni,GB,Blogger,Confidentialité et sécurité,0,1,1
12/31/2011,Royaume-Uni,GB,Blogger,Diffamation,1,0,1
12/31/2011,Royaume-Uni,GB,Google Sites,Autre,0,1,1
12/31/2011,Royaume-Uni,GB,YouTube,Incitation à la haine,0,4,13
12/31/2011,Royaume-Uni,GB,YouTube,Contenu réservé aux adultes,0,1,7
12/31/2011,Royaume-Uni,GB,Blogger,Autre,0,1,1
12/31/2011,Royaume-Uni,GB,Google AdWords,Autre,2,0,25
12/31/2011,Royaume-Uni,GB,Recherche sur le Web Google,Diffamation,3,0,45
12/31/2011,Royaume-Uni,GB,YouTube,Sécurité nationale,0,2,647
12/31/2011,Royaume-Uni,GB,YouTube,Autre,0,7,9
12/31/2011,Royaume-Uni,GB,Recherche sur le Web Google,Autre,1,0,1
12/31/2011,Royaume-Uni,GB,YouTube,Confidentialité et sécurité,0,7,37
12/31/2011,Royaume-Uni,GB,Recherche sur le Web Google,Confidentialité et sécurité,1,0,2
12/31/2011,Royaume-Uni,GB,Google Adresses,Confidentialité et sécurité,0,1,1
12/31/2011,Royaume-Uni,GB,Google AdWords,Confidentialité et sécurité,3,1,30
12/31/2011,Royaume-Uni,GB,YouTube,Diffamation,0,1,1
12/31/2011,Royaume-Uni,GB,Blogger,Droits d'auteur,1,1,2
12/31/2011,Royaume-Uni,GB,YouTube,Violence,0,7,15
12/31/2011,Portugal,PT,Blogger,Diffamation,3,0,9
12/31/2011,Pologne,PL,Recherche sur le Web Google,Critiques à l'égard du gouvernement,0,1,9
12/31/2011,Pologne,PL,YouTube,Blasphème,0,1,1
12/31/2011,Bolivie,BO,YouTube,Diffamation,1,0,1
12/31/2011,Allemagne,DE,Google AdWords,Diffamation,1,0,27
12/31/2011,Allemagne,DE,Blogger,Diffamation,5,0,6
12/31/2011,Allemagne,DE,"Google Earth, Google Maps et Panoramio",Diffamation,0,1,1
12/31/2011,Allemagne,DE,YouTube,Incitation à la haine,0,9,38
12/31/2011,Allemagne,DE,Recherche sur le Web Google,Contenu réservé aux adultes,1,6,151
12/31/2011,Allemagne,DE,Google AdWords,Autre,1,0,2
12/31/2011,Allemagne,DE,Recherche sur le Web Google,Diffamation,42,2,1256
12/31/2011,Allemagne,DE,YouTube,Sécurité nationale,0,1,5
12/31/2011,Allemagne,DE,YouTube,Autre,2,11,85
12/31/2011,Allemagne,DE,Recherche sur le Web Google,Autre,2,0,13
12/31/2011,Allemagne,DE,Google Groupes,Diffamation,2,0,2
12/31/2011,Allemagne,DE,YouTube,Confidentialité et sécurité,0,9,17
12/31/2011,Allemagne,DE,Recherche sur le Web Google,Confidentialité et sécurité,1,0,1
12/31/2011,Allemagne,DE,YouTube,Diffamation,2,2,11
12/31/2011,Allemagne,DE,Google AdWords,Droits d'auteur,1,0,25
12/31/2011,Allemagne,DE,YouTube,Violence,0,2,82
12/31/2011,Italie,IT,Recherche sur le Web Google,Diffamation,1,2,4
12/31/2011,Italie,IT,YouTube,Autre,1,1,10
12/31/2011,Italie,IT,Google Knol,Diffamation,1,0,2
12/31/2011,Italie,IT,Blogger,Confidentialité et sécurité,1,0,1
12/31/2011,Italie,IT,Blogger,Diffamation,6,0,17
12/31/2011,Italie,IT,Recherche sur le Web Google,Autre,1,0,2
12/31/2011,Italie,IT,YouTube,Confidentialité et sécurité,0,2,43
12/31/2011,Italie,IT,Blogger,Autre,0,1,1
12/31/2011,Italie,IT,Recherche sur le Web Google,Confidentialité et sécurité,1,0,1
12/31/2011,Italie,IT,YouTube,Diffamation,8,0,13
12/31/2011,Italie,IT,YouTube,Violence,0,2,2
12/31/2011,Japon,JP,Recherche sur le Web Google,Diffamation,1,0,11
12/31/2011,Japon,JP,Blogger,Confidentialité et sécurité,1,0,3
12/31/2011,Japon,JP,Recherche sur le Web Google,Autre,1,0,1
12/31/2011,Japon,JP,YouTube,Confidentialité et sécurité,0,3,4
12/31/2011,Japon,JP,Recherche sur le Web Google,Confidentialité et sécurité,1,0,5
12/31/2011,Slovénie,SI,YouTube,Confidentialité et sécurité,0,1,3
12/31/2011,Inde,IN,orkut,Usurpation d'identité,0,12,16
12/31/2011,Inde,IN,Blogger,Confidentialité et sécurité,0,1,14
12/31/2011,Inde,IN,Blogger,Diffamation,2,9,23
12/31/2011,Inde,IN,YouTube,Usurpation d'identité,0,2,3
12/31/2011,Inde,IN,YouTube,Droits d'auteur,0,1,1
12/31/2011,Inde,IN,Blogger,Autre,1,8,11
12/31/2011,Inde,IN,orkut,Diffamation,0,5,15
12/31/2011,Inde,IN,"Google Earth, Google Maps et Panoramio",Autre,0,1,2
12/31/2011,Inde,IN,orkut,Incitation à la haine,0,1,1
12/31/2011,Inde,IN,YouTube,Autre,0,4,6
12/31/2011,Inde,IN,Google Sites,Diffamation,2,0,2
12/31/2011,Inde,IN,Recherche sur le Web Google,Autre,0,2,11
12/31/2011,Inde,IN,orkut,Autre,0,5,8
12/31/2011,Inde,IN,YouTube,Blasphème,0,1,6
12/31/2011,Inde,IN,Recherche sur le Web Google,Droits d'auteur,0,1,1
12/31/2011,Inde,IN,YouTube,Incitation à la haine,0,10,24
12/31/2011,Inde,IN,Google Images,Usurpation d'identité,0,1,3
12/31/2011,Inde,IN,Recherche sur le Web Google,Diffamation,0,5,13
12/31/2011,Inde,IN,YouTube,Sécurité nationale,0,1,10
12/31/2011,Inde,IN,Recherche sur le Web Google,Blasphème,0,1,1
12/31/2011,Inde,IN,Blogger,Contenu réservé aux adultes,0,1,1
12/31/2011,Inde,IN,YouTube,Confidentialité et sécurité,0,4,4
12/31/2011,Inde,IN,YouTube,Diffamation,0,19,77
12/31/2011,Inde,IN,YouTube,Violence,0,1,2
12/31/2011,Kazakhstan,KZ,YouTube,Confidentialité et sécurité,0,1,2
12/31/2011,Norvège,NO,Google AdWords,Diffamation,1,0,10
12/31/2011,Norvège,NO,YouTube,Incitation à la haine,0,1,1
12/31/2011,Norvège,NO,YouTube,Violence,0,1,12
12/31/2011,Danemark,DK,YouTube,Confidentialité et sécurité,0,1,1
12/31/2011,Taïwan,TW,"Google Earth, Google Maps et Panoramio",Autre,0,1,1
12/31/2011,Taïwan,TW,Google AdWords,Autre,0,2,8
12/31/2011,Taïwan,TW,Google AdWords,Diffamation,0,1,1
12/31/2011,Taïwan,TW,Recherche sur le Web Google,Diffamation,0,2,13
12/31/2011,Taïwan,TW,Recherche sur le Web Google,Autre,0,1,1
12/31/2011,Taïwan,TW,Recherche sur le Web Google,Confidentialité et sécurité,0,1,3
12/31/2011,Singapour,SG,Recherche sur le Web Google,Diffamation,1,0,2
12/31/2011,Panama,PA,YouTube,Diffamation,0,1,1
12/31/2011,Autriche,AT,Recherche sur le Web Google,Diffamation,4,0,22
12/31/2011,Brésil,BR,Google Code,Confidentialité et sécurité,2,0,6
12/31/2011,Brésil,BR,Picasa Albums Web,Autre,0,1,1
12/31/2011,Brésil,BR,orkut,Usurpation d'identité,12,15,39
12/31/2011,Brésil,BR,Blogger,Diffamation,4,2,6
12/31/2011,Brésil,BR,"Google Earth, Google Maps et Panoramio",Diffamation,1,0,1
12/31/2011,Brésil,BR,Blogger,Autre,3,0,3
12/31/2011,Brésil,BR,Gmail,Usurpation d'identité,1,0,1
12/31/2011,Brésil,BR,orkut,Diffamation,15,16,76
12/31/2011,Brésil,BR,orkut,Contenu réservé aux adultes,1,0,9
12/31/2011,Brésil,BR,orkut,Droit électoral,1,0,4
12/31/2011,Brésil,BR,YouTube,Autre,2,2,7
12/31/2011,Brésil,BR,orkut,Incitation à la haine,0,3,43
12/31/2011,Brésil,BR,Recherche sur le Web Google,Autre,2,1,102
12/31/2011,Brésil,BR,orkut,Autre,9,12,43
12/31/2011,Brésil,BR,Blogger,Droits d'auteur,3,0,3
12/31/2011,Brésil,BR,orkut,Blasphème,0,2,8
12/31/2011,Brésil,BR,YouTube,Contenu réservé aux adultes,0,2,2
12/31/2011,Brésil,BR,YouTube,Incitation à la haine,2,1,8
12/31/2011,Brésil,BR,Profils Google,Usurpation d'identité,1,0,1
12/31/2011,Brésil,BR,orkut,Violence,0,1,8
12/31/2011,Brésil,BR,Recherche sur le Web Google,Diffamation,7,1,53
12/31/2011,Brésil,BR,Gmail,Autre,1,0,1
12/31/2011,Brésil,BR,Blogger,Contenu réservé aux adultes,2,0,3
12/31/2011,Brésil,BR,YouTube,Marque,1,1,2
12/31/2011,Brésil,BR,"Google Earth, Google Maps et Panoramio",Confidentialité et sécurité,0,1,1
12/31/2011,Brésil,BR,YouTube,Confidentialité et sécurité,4,1,5
12/31/2011,Brésil,BR,YouTube,Diffamation,54,1,113
12/31/2011,Brésil,BR,YouTube,Violence,0,3,5
12/31/2011,Malte,MT,YouTube,Autre,0,1,1
12/31/2011,Malte,MT,YouTube,Confidentialité et sécurité,0,1,2
06/30/2012,Corée du Sud,KR,Recherche sur le Web Google,Droits d'auteur,0,3,3
06/30/2012,Corée du Sud,KR,Blogger,Confidentialité et sécurité,0,7,19
06/30/2012,Corée du Sud,KR,Recherche sur le Web Google,Contenu réservé aux adultes,0,1,1
06/30/2012,Corée du Sud,KR,Google Sites,Confidentialité et sécurité,0,1,1
06/30/2012,Corée du Sud,KR,Google Images,Confidentialité et sécurité,0,1,4
06/30/2012,Corée du Sud,KR,Recherche sur le Web Google,Diffamation,0,1,34
06/30/2012,Corée du Sud,KR,orkut,Confidentialité et sécurité,0,1,5
06/30/2012,Corée du Sud,KR,YouTube,Confidentialité et sécurité,0,4,4
06/30/2012,Corée du Sud,KR,Recherche sur le Web Google,Confidentialité et sécurité,0,11,114
06/30/2012,Corée du Sud,KR,YouTube,Diffamation,1,1,2
06/30/2012,Corée du Sud,KR,Applications Google Play,Autre,0,19,311
06/30/2012,Corée du Sud,KR,Blogger,Droits d'auteur,0,1,1
06/30/2012,Pays-Bas,NL,Recherche sur le Web Google,Diffamation,5,0,209
06/30/2012,Pays-Bas,NL,Blogger,Diffamation,1,0,2
06/30/2012,Pays-Bas,NL,YouTube,Incitation à la haine,0,1,3
06/30/2012,Pays-Bas,NL,Recherche sur le Web Google,Marque,1,0,1
06/30/2012,Pays-Bas,NL,YouTube,Violence,0,2,2
06/30/2012,Suisse,CH,Recherche sur le Web Google,Autre,1,0,1
06/30/2012,Suisse,CH,YouTube,Diffamation,2,0,4
06/30/2012,Suisse,CH,Blogger,Droits d'auteur,1,0,1
06/30/2012,Grèce,GR,YouTube,Autre,0,1,1
06/30/2012,Grèce,GR,Recherche sur le Web Google : saisie semi-automatique,Diffamation,1,0,7
06/30/2012,Grèce,GR,YouTube,Violence,0,1,1
06/30/2012,Chypre,CY,YouTube,Contenu réservé aux adultes,0,1,1
06/30/2012,Argentine,AR,Blogger,Incitation à la haine,0,1,3
06/30/2012,Argentine,AR,Recherche sur le Web Google,Diffamation,14,0,60
06/30/2012,Argentine,AR,Recherche sur le Web Google : saisie semi-automatique,Diffamation,1,0,4
06/30/2012,Argentine,AR,Blogger,Confidentialité et sécurité,2,0,2
06/30/2012,Argentine,AR,Blogger,Diffamation,1,0,5
06/30/2012,Argentine,AR,YouTube,Confidentialité et sécurité,0,2,7
06/30/2012,Argentine,AR,Recherche sur le Web Google,Confidentialité et sécurité,3,0,129
06/30/2012,Nouvelle-Zélande,NZ,Recherche sur le Web Google,Diffamation,1,0,12
06/30/2012,Nouvelle-Zélande,NZ,YouTube,Autre,0,1,1
06/30/2012,Nouvelle-Zélande,NZ,Google Documents,Confidentialité et sécurité,1,0,1
06/30/2012,Nouvelle-Zélande,NZ,YouTube,Violence,0,1,1
06/30/2012,Canada,CA,Recherche sur le Web Google,Diffamation,5,0,48
06/30/2012,Canada,CA,Google+,Diffamation,3,0,3
06/30/2012,Canada,CA,Google+ Local,Diffamation,0,1,1
06/30/2012,Canada,CA,Blogger,Diffamation,7,0,86
06/30/2012,Canada,CA,YouTube,Contenu réservé aux adultes,0,1,1
06/30/2012,Canada,CA,YouTube,Droits d'auteur,0,1,4
06/30/2012,Canada,CA,YouTube,Confidentialité et sécurité,0,4,4
06/30/2012,Canada,CA,Recherche sur le Web Google,Confidentialité et sécurité,1,1,45
06/30/2012,Canada,CA,YouTube,Diffamation,0,7,13
06/30/2012,Canada,CA,YouTube,Violence,0,2,2
06/30/2012,Trinité-et-Tobago,TT,YouTube,Critiques à l'égard du gouvernement,0,1,10
06/30/2012,Îles Cook,CK,Recherche sur le Web Google,Diffamation,1,0,1
06/30/2012,Israël,IL,Recherche sur le Web Google,Diffamation,2,0,5
06/30/2012,Israël,IL,Recherche sur le Web Google,Confidentialité et sécurité,1,0,1
06/30/2012,Israël,IL,YouTube,Violence,0,1,1
06/30/2012,Australie,AU,Recherche sur le Web Google,Diffamation,1,0,3
06/30/2012,Australie,AU,YouTube,Critiques à l'égard du gouvernement,0,1,1
06/30/2012,Australie,AU,YouTube,Autre,0,3,3
06/30/2012,Australie,AU,Recherche sur le Web Google,Droits d'auteur,2,0,27
06/30/2012,Australie,AU,Google Sites,Diffamation,0,1,4
06/30/2012,Australie,AU,YouTube,Droits d'auteur,1,0,1
06/30/2012,Australie,AU,Recherche sur le Web Google,Confidentialité et sécurité,1,0,49
06/30/2012,Australie,AU,YouTube,Diffamation,0,2,3
06/30/2012,Australie,AU,YouTube,Violence,0,1,1
06/30/2012,France,FR,Google Images,Diffamation,1,1,4
06/30/2012,France,FR,Recherche sur le Web Google : saisie semi-automatique,Diffamation,1,1,2
06/30/2012,France,FR,Blogger,Diffamation,20,2,40
06/30/2012,France,FR,Google+ Local,Confidentialité et sécurité,0,2,2
06/30/2012,France,FR,YouTube,Contenu réservé aux adultes,0,6,6
06/30/2012,France,FR,YouTube,Incitation à la haine,0,4,22
06/30/2012,France,FR,Recherche sur le Web Google,Contenu réservé aux adultes,0,1,1
06/30/2012,France,FR,Google Images,Confidentialité et sécurité,1,1,2
06/30/2012,France,FR,YouTube,Sécurité nationale,0,2,2
06/30/2012,France,FR,Recherche sur le Web Google,Diffamation,6,1,119
06/30/2012,France,FR,YouTube,Autre,0,9,9
06/30/2012,France,FR,Recherche sur le Web Google : saisie semi-automatique,Confidentialité et sécurité,0,1,1
06/30/2012,France,FR,Google Groupes,Diffamation,2,0,3
06/30/2012,France,FR,YouTube,Confidentialité et sécurité,1,2,7
06/30/2012,France,FR,Recherche sur le Web Google,Confidentialité et sécurité,5,0,1026
06/30/2012,France,FR,YouTube,Diffamation,1,0,1
06/30/2012,France,FR,YouTube,Violence,0,2,4
06/30/2012,Malaisie,MY,Blogger,Diffamation,0,1,1
06/30/2012,Malaisie,MY,YouTube,Incitation à la haine,0,1,1
06/30/2012,Mexique,MX,Blogger,Diffamation,3,1,4
06/30/2012,Mexique,MX,Gmail,Diffamation,1,0,1
06/30/2012,Lituanie,LT,YouTube,Autre,0,1,6
06/30/2012,Pakistan,PK,Recherche sur le Web Google,Diffamation,2,0,9
06/30/2012,Pakistan,PK,YouTube,Autre,0,1,1
06/30/2012,Pakistan,PK,YouTube,Confidentialité et sécurité,0,1,1
06/30/2012,Pologne,PL,YouTube,Sécurité nationale,0,1,2
06/30/2012,Pologne,PL,YouTube,Confidentialité et sécurité,0,1,4
06/30/2012,Pologne,PL,YouTube,Diffamation,0,1,1
06/30/2012,Allemagne,DE,Google+ Local,Diffamation,2,1,3
06/30/2012,Allemagne,DE,Picasa Albums Web,Autre,1,0,6
06/30/2012,Allemagne,DE,Blogger,Confidentialité et sécurité,1,0,1
06/30/2012,Allemagne,DE,Blogger,Diffamation,12,0,23
06/30/2012,Allemagne,DE,Blogger,Autre,7,1,21
06/30/2012,Allemagne,DE,Recherche sur le Web Google,Marque,1,0,111
06/30/2012,Allemagne,DE,Google Maps,Incitation à la haine,0,2,2
06/30/2012,Allemagne,DE,Recherche sur le Web Google,Violence,1,0,6
06/30/2012,Allemagne,DE,YouTube,Critiques à l'égard du gouvernement,0,1,1
06/30/2012,Allemagne,DE,YouTube,Autre,0,6,74
06/30/2012,Allemagne,DE,Google+,Incitation à la haine,0,1,23
06/30/2012,Allemagne,DE,Google Maps,Autre,1,0,1
06/30/2012,Allemagne,DE,Recherche sur le Web Google,Autre,1,0,2
06/30/2012,Allemagne,DE,Recherche sur le Web Google,Confidentialité et sécurité,1,0,5
06/30/2012,Allemagne,DE,YouTube,Blasphème,0,3,7
06/30/2012,Allemagne,DE,Recherche sur le Web Google,Contenu réservé aux adultes,0,6,112
06/30/2012,Allemagne,DE,YouTube,Incitation à la haine,0,22,436
06/30/2012,Allemagne,DE,Google Images,Confidentialité et sécurité,1,0,7
06/30/2012,Allemagne,DE,Recherche sur le Web Google,Diffamation,143,2,858
06/30/2012,Allemagne,DE,YouTube,Sécurité nationale,0,9,132
06/30/2012,Allemagne,DE,YouTube,Confidentialité et sécurité,5,5,20
06/30/2012,Allemagne,DE,YouTube,Diffamation,0,2,10
06/30/2012,Allemagne,DE,Google AdWords,Droits d'auteur,3,0,9
06/30/2012,Allemagne,DE,YouTube,Violence,0,6,33
06/30/2012,Italie,IT,Recherche sur le Web Google,Diffamation,2,0,2
06/30/2012,Italie,IT,YouTube,Autre,0,2,47
06/30/2012,Italie,IT,Recherche sur le Web Google,Droits d'auteur,1,0,144
06/30/2012,Italie,IT,Blogger,Diffamation,5,1,46
06/30/2012,Italie,IT,YouTube,Incitation à la haine,0,1,1
06/30/2012,Italie,IT,Google Groupes,Diffamation,3,0,18
06/30/2012,Italie,IT,YouTube,Confidentialité et sécurité,0,2,2
06/30/2012,Italie,IT,Recherche sur le Web Google,Confidentialité et sécurité,1,0,6
06/30/2012,Italie,IT,YouTube,Diffamation,4,0,5
06/30/2012,Italie,IT,YouTube,Violence,1,1,2
06/30/2012,Italie,IT,Blogger,Droits d'auteur,1,0,1
06/30/2012,Japon,JP,Recherche sur le Web Google,Diffamation,9,1,93
06/30/2012,Japon,JP,Recherche sur le Web Google,Droits d'auteur,1,0,2
06/30/2012,Japon,JP,Recherche sur le Web Google,Confidentialité et sécurité,2,0,14
06/30/2012,Japon,JP,YouTube,Diffamation,0,1,5
06/30/2012,Japon,JP,Google Livres,Diffamation,1,0,1
06/30/2012,Japon,JP,Google Livres,Confidentialité et sécurité,1,0,1
06/30/2012,Inde,IN,orkut,Usurpation d'identité,0,5,7
06/30/2012,Inde,IN,Blogger,Diffamation,9,12,56
06/30/2012,Inde,IN,YouTube,Usurpation d'identité,0,1,2
06/30/2012,Inde,IN,orkut,Blasphème,1,0,1
06/30/2012,Inde,IN,YouTube,Contenu réservé aux adultes,0,1,1
06/30/2012,Inde,IN,YouTube,Incitation à la haine,0,1,1
06/30/2012,Inde,IN,YouTube,Droits d'auteur,0,1,1
06/30/2012,Inde,IN,Blogger,Autre,0,1,1
06/30/2012,Inde,IN,orkut,Diffamation,0,5,9
06/30/2012,Inde,IN,Google Images,Confidentialité et sécurité,0,1,1
06/30/2012,Inde,IN,YouTube,Sécurité nationale,0,1,3
06/30/2012,Inde,IN,Recherche sur le Web Google,Diffamation,2,4,12
06/30/2012,Inde,IN,orkut,Confidentialité et sécurité,0,3,4
06/30/2012,Inde,IN,Recherche sur le Web Google,Blasphème,1,0,6
06/30/2012,Inde,IN,YouTube,Autre,0,5,9
06/30/2012,Inde,IN,Blogger,Blasphème,2,1,44
06/30/2012,Inde,IN,Recherche sur le Web Google,Autre,0,1,1
06/30/2012,Inde,IN,Picasa Albums Web,Confidentialité et sécurité,0,1,1
06/30/2012,Inde,IN,YouTube,Confidentialité et sécurité,0,4,7
06/30/2012,Inde,IN,YouTube,Blasphème,2,0,24
06/30/2012,Inde,IN,Recherche sur le Web Google,Confidentialité et sécurité,1,1,361
06/30/2012,Inde,IN,orkut,Autre,0,1,1
06/30/2012,Inde,IN,YouTube,Diffamation,2,14,43
06/30/2012,Slovaquie,SK,Blogger,Confidentialité et sécurité,0,1,2
06/30/2012,Taïwan,TW,Recherche sur le Web Google,Diffamation,0,1,1
06/30/2012,Taïwan,TW,YouTube,Autre,0,1,1
06/30/2012,Taïwan,TW,Recherche sur le Web Google,Autre,1,4,5
06/30/2012,Taïwan,TW,Google Sites,Autre,0,1,1
06/30/2012,Taïwan,TW,Recherche sur le Web Google,Confidentialité et sécurité,0,1,2
06/30/2012,Taïwan,TW,Blogger,Autre,1,0,5
06/30/2012,Monaco,MC,Blogger,Confidentialité et sécurité,0,1,5
06/30/2012,Azerbaïdjan,AZ,Recherche sur le Web Google,Diffamation,1,0,1
06/30/2012,Azerbaïdjan,AZ,Panoramio,Incitation à la haine,0,1,1
06/30/2012,Malte,MT,Recherche sur le Web Google,Diffamation,1,0,15
06/30/2012,Malte,MT,YouTube,Autre,0,2,2
06/30/2012,Malte,MT,YouTube,Confidentialité et sécurité,0,1,2
06/30/2012,Russie,RU,YouTube,Sécurité nationale,0,3,173
06/30/2012,Russie,RU,Recherche sur le Web Google,Sécurité nationale,0,1,1
06/30/2012,Russie,RU,Blogger,Diffamation,2,0,2
06/30/2012,Belgique,BE,YouTube,Sécurité nationale,0,1,1
06/30/2012,Belgique,BE,YouTube,Contenu réservé aux adultes,0,3,3
06/30/2012,Belgique,BE,YouTube,Confidentialité et sécurité,0,2,5
06/30/2012,Belgique,BE,YouTube,Violence,0,4,4
06/30/2012,Hong Kong,HK,YouTube,Droits d'auteur,0,1,370
06/30/2012,Afrique du Sud,ZA,Recherche sur le Web Google,Diffamation,2,0,10
06/30/2012,Afrique du Sud,ZA,Blogger,Diffamation,1,0,1
06/30/2012,Suède,SE,YouTube,Autre,0,1,1
06/30/2012,Suède,SE,YouTube,Violence,0,1,1
06/30/2012,Maurice,MU,Recherche sur le Web Google,Diffamation,0,2,2
06/30/2012,Philippines,PH,Blogger,Diffamation,0,2,2
06/30/2012,Philippines,PH,Blogger,Usurpation d'identité,0,1,1
06/30/2012,Philippines,PH,Blogger,Critiques à l'égard du gouvernement,0,1,5
06/30/2012,Indonésie,ID,YouTube,Autre,0,2,6
06/30/2012,Indonésie,ID,YouTube,Contenu réservé aux adultes,0,1,1
06/30/2012,Macédoine,MK,YouTube,Sécurité nationale,0,1,1
06/30/2012,Arabie saoudite,SA,YouTube,Confidentialité et sécurité,0,1,1
06/30/2012,Thaïlande,TH,YouTube,Critiques à l'égard du gouvernement,0,2,14
06/30/2012,Espagne,ES,Blogger,Incitation à la haine,1,0,1
06/30/2012,Espagne,ES,Picasa Albums Web,Autre,1,0,2
06/30/2012,Espagne,ES,Blogger,Confidentialité et sécurité,1,4,32
06/30/2012,Espagne,ES,Blogger,Diffamation,5,0,5
06/30/2012,Espagne,ES,YouTube,Usurpation d'identité,1,0,1
06/30/2012,Espagne,ES,YouTube,Incitation à la haine,0,2,2
06/30/2012,Espagne,ES,Blogger,Autre,0,5,5
06/30/2012,Espagne,ES,Google+ Local,Autre,0,1,1
06/30/2012,Espagne,ES,Recherche sur le Web Google,Diffamation,1,0,1
06/30/2012,Espagne,ES,Gmail,Autre,5,1,6
06/30/2012,Espagne,ES,YouTube,Autre,0,1,1
06/30/2012,Espagne,ES,YouTube,Critiques à l'égard du gouvernement,1,0,1
06/30/2012,Espagne,ES,Google Maps,Autre,0,1,1
